"PlotNumber","Unit","MoistureRegime","NutrientRegime"
"9806758","ESSFmku","4","C"
"9806759","ESSFwvu","4","B"
"9806760","ESSFmcu","3","B"
"9806761","ESSFmcu","2","B"
"9806762","ESSFwvu","4","C"
"9806763","ESSFwvu","6","D"
"9806764","ESSFmc","4","C"
"9806768","Essfmcu","3","B"
"9806769","ESSFmc","1+","B+"
"98-068","MSdc","3","B"
"98--068","SBSdw2","3","D"
"98-069","MSdc","7","C"
"98-070","MSdc","3","B"
"98-071","ESSFdv","3","B"
"98--071","SBSdw2","4","C"
"98-072","MSdc","4","B"
"98-073","MSdc","3","B"
"98--073","SBSdw2","5","D"
"98-074","MSdc","0","B"
"98-075","MSdc","7","C"
"98--075","SBSdw2","5","E"
"98-076","MSdc","7","C"
"98-077","MSdc","1","A"
"98-078","MSdc","3","B"
"98-079","MSdc","4","B"
"98-080","MSdc","6","C"
"98-081","MSdc","6","D"
"98-082","MSdc","4","C"
"98-083","ESSFdv","4","B"
"98-084","MSdc","4","C"
"98-085","MSdc","6","D"
"98-086","ESSFdv","2","B"
"98-087","MSdc","4","B"
"98-088","MSdc","2","B"
"98-089","MSdc","3","D"
"98-090","MSdc","3","C"
"98-091","MSdc","2","B"
"98-092","MSdc","0","B"
"98-093","MSdc","3","B"
"98--093","SBPSxc","4","B"
"98-094","MSdc","5","B"
"98-095","MSdc","7","C"
"98--095","SBPSxc","4","C"
"98-096","ESSFdv2","7","B"
"98--096","SBPSxc","4","D"
"98-097","ESSFdv2","4","B"
"98--097","SBPSdc","5","C"
"98-098","MSdc","3","C"
"98-099","MSdc","4","B"
"98--099","SBSdw2","4","C"
"98-100","PPxh2","3","B"
"98--100","SBSdw2","6","D"
"98-101","PPxh2","4","C"
"98-102","PPxh2","5","C"
"98--102","SBSdw2","4","D"
"98-103","PPxh2","3","C"
"98--103","SBSdw2","3","D"
"98-104","PPxh2","4","D"
"98--104","SBSdw2","5","E"
"98-105","PPxh2","1","B"
"98-106","PPxh2","2","B"
"98-107","PPxh2","4","E"
"98-108","PPxh2","5","C"
"98-109","BGxw1","0","C"
"98-110","PPxh2","3","C"
"98-111","BGxw1","2","B"
"98--111","SBSdw2","4","D"
"98-112","BGxh2","4","D"
"98--112","SBSmk1","4","C"
"98-113","PPxh2","0","C"
"98--113","SBSdw1","5","D"
"98-114","BGxh2","2","B"
"98--114","SBSdw2","6","C"
"98-115","BGxh2","2","C"
"98-116","BGxh2","4","D"
"98--116","SBSmk1","5","C"
"98-117","IDFdk1","3","C"
"98-118","IDFdk1","4","B"
"98-119","IDFdk1","4","B"
"98--119","SBSdw3","7","C"
"98-120","IDFdk1","5","C"
"98-121","MSxk","3","B"
"98-122","MSxk","5","C"
"98-123","MSxk","4","C"
"98--123","SBSdk","2","A"
"98-124","IDFdk2","5","B"
"98--124","BWBSdk1","3","A"
"98-125","IDFdk2","3","C"
"98--125","BWBSdk1","5","C"
"98-126","IDFdk2","3","C"
"98--126","SBSmk1","6","B"
"98-127","BGxh3","3","D"
"98--127","BWBSdk1","6","C"
"98-128","BGxh3","4","D"
"98--128","BWBSdk1","5","C"
"98-129","BGxh3","1","C"
"98-130","BGxh3","2","D"
"98-131","IDFdk2","3-","B"
"98--131","SBSdw3","4","D"
"98-132","BGxh3","1","C"
"98--132","SBSdw3","4","D"
"98-133","BGxh3","4","C"
"98--133","SBSdw3","4","B"
"98-134","IDFdk2","2","A"
"98-135","IDFdk2","4","D"
"98-136","ESSFxvp","3+","C"
"98--136","SBSmk1","5","B"
"98-137","ESSFxvp","1","A"
"98--137","SBSmk1","5","B"
"98-138","ESSFxvp","3","B"
"98-139","ESSFxv3","3+","C"
"98--139","BWBSdk1","4","A"
"98-140","MSxv","3+","B"
"98--140","BWBSdk1","5","B"
"98-141","MSxv","3","B"
"98--141","BWBSdk1","4","A"
"98-142","MSxv","5","C+"
"98--142","BWBSdk1","4","B"
"98-143","MSxv","3+","C"
"98-144","ESSFxv2","3","B"
"98-145","MSxv","7","C"
"98-146","ESSFxv","6","C+"
"98-147","MSxv","8","D"
"98-148","MSxv","6","C+"
"98-149","IDFdk3","0","B"
"98-150","IDFdk3","1","B"
"98-151","IDFdk3","8","D"
"98-152","ESSFdv1","4","B"
"98-153","ESSFdv","2","C"
"98-154","ESSFdv1","4","B"
"98-155","ESSFdv1","3","C"
"98-156","MSxk","6","C"
"98-157","ESSFdv1","5","D"
"98-158","ESSFxc3","0","B"
"98-159","MSxk","4","B"
"98-160","ESSFdv","6","D"
"98-161","ESSFdv2",,
"98-162","MSdc","1+","C"
"98-163","MSdc","2+","C"
"98-164","MSdc","2","B"
"98-165","MSdc","4","B"
"98-166","MSdc","5","C"
"98-167","MSdc","1","B"
"98-168","MSdc","4","B"
"98-169","MSdc","2","B"
"98-170","IDFdk2","2","B"
"98-171","IDFdk2","5","D"
"98-172","ESSFdv2","7","D"
"98-179","ESSFdv2","5+","C"
"98-180","ESSFdv2","3","B"
"98-181","ESSFdv2","6",
"98-182","MSdc","5","C"
"98-183","MSdc","3","B"
"98-184","MSdc","5","B"
"98-185","MSdc","3","B"
"98-186","MSdc","2","B"
"98-187","MSdc","4","B"
"98-188","MSdc","4","B"
"98-189","ESSFmw","6","D"
"98-190","ESSFmw","3","B"
"98-191","IMAmw","1","B"
"98-192","IMAmw","1","B"
"98-193","ESSFmw","2","B"
"98-194","ESSFmw","6","B"
"98-195","ESSFmw","6","C"
"98-196","ESSFmw","4","B"
"98-197","ESSFmw","4","B"
"98-198","MSmw","5","C"
"98-199","ESSFmw","0","A"
"98-200","BGxw1","3","D"
"98-201","PPxh2","0","C"
"98-202","PPxh2","1","C"
"98-203","PPxh2","4","B+"
"98--203","ICHdm","4","C"
"98-204","BGxh2","1","C"
"98-205","BGxw1","2","C"
"98-206","BGxh2","0","C"
"98--206","ICHdm","4","D"
"98-207","BGxh2","0","B"
"98--207","ICHmk1","4","D"
"98-208","BGxh2","0","C"
"98-209","BGxw1","4","D"
"98--209","ICHmk1","4","E"
"98-210","BGxw1","4","C"
"98--210","ICHmk1","4","D"
"98-211","BGxw1","2","C"
"98--211","ICHmk1","3","D"
"98-212","BGxh2","4","D"
"98-213","BGxh2","4","B"
"98--213","ICHmk1","4","D"
"98-214","BGxh2","4","C"
"98-215","PPxh2","2","C"
"98-216","PPxh2","1","C"
"98--216","MSdk","5","E"
"98-217","PPxh2","2","C"
"98--217","MSdk","4","B"
"98-218","PPxh2","3","C"
"98--218","MSdk","3","B"
"98-219","PPxh2","3","C"
"98--219","MSdk","6","D"
"98-220","BGxw1","3","D"
"98--220","MSdk","5","D"
"98-221","BGxw1","2","C"
"98--221","ICHdm","4","B"
"98--222","ICHdm","3","B"
"98-223","PPxh2","5","D"
"98--223","MSdk","6","D"
"98-224","PPxh2","5","D"
"98--224","MSdk","6","C"
"98-225","MSxv","6","C"
"98--225","MSdk","6","C"
"98-226","MSxv","1","B"
"98--226","MSdk","4","C"
"98-227","ESSFxv3","3","A"
"98--227","MSdk","3","D"
"98-228","ESSFxv3","2","A"
"98--228","MSdk","5","C"
"98-229","ESSFxv","3","C"
"98--229","MSdk","3","C"
"98-230","ESSFxv3","7","C"
"98--230","MSdk","6","C"
"98-231","ESSFxv3","4","B"
"98-232","ESSFxv2","3","C"
"98--232","MSdk","3","C"
"98-233","ESSFxv2","4","B"
"98--233","ICHdm","2","C"
"98-234","ESSFxv","3","C"
"98--234","ICHdm","2","A"
"98-2345","ICHmw3","2","C"
"98-2346","IDFmw2","4","C"
"98-2347","ICHdw4","5","C"
"98-2348","ICHdw4","4","C"
"98-2349","IDFmw2","3","C"
"98-235","ESSFxv2","2","B"
"98--235","ICHdw1","3","D"
"98-2350","IDFmw2","1","C"
"98-2351","ICHdw4","4","C"
"98-2352","ICHdw4","2","B"
"98-2353","ICHmw3","2","C"
"98-2354","ICHmw3","4","C"
"98-2355","ICHmw3","5","C"
"98-2356","ICHmw3","4","C"
"98-2357","ICHmw3","5","D"
"98-2358","IDFmw2","5","D"
"98-2359","IDFmw2","4","D"
"98-236","ESSFxv2","3","C"
"98--236","ICHdw1","3","D"
"98-2360","IDFmw2","2","C"
"98-2361","IDFmw2","2","B"
"98-2362","IDFmw2","5","C"
"98-2363","IDFmw2","5","D"
"98-2364","ICHmw3","2","C"
"98-2365","ICHdw4","6","C"
"98-2367","ICHdw4","5","D"
"98-2368","ICHdw4","2","C"
"98-2369","ICHdw4","3","B"
"98-237","ESSFxv2","4","D"
"98--237","ICHdw1","2","D"
"98-2370","ICHdw4","4","C"
"98-2371","ICHdw4","4","C"
"98-2372","ICHmw3","5","C"
"98-241","MSxv","0","B"
"98-242","MSxv","1","B"
"98-243","MSxv","3","C"
"98-244","ESSFxv","6","D"
"98-245","ESSFxv","4","C"
"98-246","ESSFxv","0","B"
"98-247","ESSFxv","4","B+"
"98-248","ESSFxv","4","C"
"98-249","ESSFxv","3","B"
"98-250","ESSFxv","3","C"
"98-251","ESSFdv1","1","B"
"98--251","ICHxw","5","D"
"98-252","ESSFdv1","3","B"
"98--252","ICHxw","6","E"
"98-253","ESSFdv1","6","E"
"98--253","ICHdw1","4","B"
"98-254","MSxk","3","B"
"98--254","ICHmw1","6","E"
"98-255","ESSFdv1","6","D"
"98-2551","ICHwk3","3","D"
"98-2553","ICHwk3","4","D"
"98-2554","ICHmm","6","C"
"98-2555","ESSFmm1","5","C"
"98-2556","ESSFmm1","4","C"
"98-2557","ESSF","4","C"
"98-2558","ICHmm","2","B"
"98-2559","ICHwk3","4","C"
"98-256","MSxk","4","C"
"98-257","MSdc","8","D"
"98-258","MSdc","7","D"
"98-259","MSdc","7","C"
"98-260","MSdc","6","D"
"98-261","MSdc","3","C"
"98-262","ESSFdv2","4","C"
"98-263","ESSFdv2","5+","D"
"98-264","ESSFdv2","2","B+"
"98-265","ESSFdv2","7","D"
"98-370","ESSFdv3","3","B"
"98-371","ESSFdv3","1","B"
"98-372","ESSFdv3","3","B"
"98-373","ESSFdv3","4","B"
"98-374","ESSFdv3","7","C"
"98-375","ESSFdv3","6","B"
"98-376","MSxk","2","B"
"98-377","MSxk","4","B"
"98-378","MSxk","4","B"
"98-379","ESSFdv3","3","B"
"98-380","ESSFdv3","6","B"
"98-381","MSxk","4","C"
"98-382","MSxk","3","B"
"98-383","MSxk","3","B"
"98-384","MSxk","5","B"
"98-385","MSxk","3","C"
"98-386","MSxk","3","B"
"98-387","MSxk","3","B"
"98-388","IDFdk1","4","B"
"98-500","ESSFdv2","6","B"
"98-501","MSdc","4","B"
"98-700","IDFdk2","0","A+"
"98-701","IDFdk2","2","B"
"98-702","IDFdk2","3","B"
"98-703","MSdc","6","C"
"98-704","ESSFmw","3","B"
"98-705","ESSFmw","7","D"
"98-706","ESSFmw","4","C"
"98-707","MSmw","5","D"
"98-708","MSmw","4","B"
"98-709","MSmw","6+","D"
"98-710","MSmw2","3","B"
"98-711","ESSFmw","2","B"
"98-712","ESSFmw","0","A"
"98-713","ESSFmw","6","C"
"98-714","MSmw","4","B"
"98-715","ESSFmw","6","D"
"98-716","MSdc","4","C"
"98-717","MSdc","3","B"
"98-718","MSdc","6",
"98-719","MSdc","6+","C"
"98-720","MSmw","5","C"
"98-266","ESSFdv2","2","B"
"98-267","ESSFdv2","1","C"
"98--267","IDFdm1","3","C"
"98-268","ESSFdv2","7","D"
"98-269","ESSFdv2","5","C+"
"98--269","IDFdm1","2","B"
"98-270","ESSFdv2","4","D"
"98--270","IDFdm1","2","C"
"98-271","ESSFdv2","2+","D"
"98-272","MSdc","3","B"
"98-273","MSdc","6","D"
"98-274","MSdc","3","C"
"98-275","MSdc","1","B+"
"98--275","MSdm1","5","D"
"98-276","MSdc","7","D"
"98--276","MSdm1","2","A"
"98-277","MSdc","4","C"
"98--277","MSdm1","6","D"
"98-278","IMAdv","2","C"
"98--278","MSdm1","5","C"
"98-279","ESSFdv2","7","D"
"98--279","IDFdm1","6","C"
"98-280","ESSFdv2","3","C"
"98--280","IDFdm1","5","D"
"98-281","ESSFdv2","2+","C"
"98--281","IDFdm1","5","C"
"98-282","ESSFdv2","4","C"
"98--282","IDFdm1","2","A"
"98-283","ESSFdv2","1",
"98--283","MSdk","3","C"
"98-284","IDFdk2","1","B"
"98--284","IDFdm1","3","B"
"98-285","ESSFdv2","1","C"
"98--285","IDFdm1","5","D"
"98-286","IDFdk2","3","C"
"98--286","IDFdm1","3","C"
"98-287","IDFdk2","1+","C"
"98--287","IDFdm1","3","C"
"98-288","ESSFmw","5","C"
"98-289","ESSFmw","4","B"
"98-290","ESSFmw","4","C"
"98-291","ESSFmw","6","C"
"98-292","MSdc",,
"98-293","ESSFmw","4","C"
"98-294","ESSFmw","6","D"
"98-295","ESSFmw","6","C"
"98-296","ESSFmw","7",
"98-297","ESSFmw","7",
"98-298","ESSFmw","4","C"
"98-299","ESSFmw","4+","C"
"98-300","ESSFdv1","1","C"
"98-301","ESSFDdv1","4","C"
"98-302","ESSFdv1","0","B"
"98-303","ESSFdv1","3","B"
"98-304","ESSFdv1","5","C+"
"98-305","ESSFdv1","3","C"
"98-306","ESSFdv1","3","C-"
"98-307","ESSFdv1","5","B"
"98-308","ESSFdv1","3","C"
"98-309","ESSFdv!","1","A"
"98-310","ESSFdv1","5","C"
"98-311","ESSFdv1","2+","B"
"98-312","BGxh3","4","C"
"98-313","BGxh3","4","B"
"98-314","BGxh3","3","C"
"98-315","BGxh3","3","C"
"98-316","BGxh3","4","C"
"98-317","IDFdk2","3","D"
"98-318","IDFdk2","4","B"
"98-319","IDFdk2","4","C"
"98-320","IDFdk2","2","C"
"98-321","BGxh3","0+","B+"
"98-322","BGxh3","3","D"
"98-323","BGxh3","1","B"
"98-324","ESSFxv","7","D"
"98-325","ESSFxv","0","C"
"98-326","ESSFxv2","2+","C"
"98-327","ESSFxv2","4","C"
"98-328","ESSFxv2","4","C"
"98-329","ESSFxv2","7","C"
"98-330","ESSFxv2","6","C"
"98-331","ESSFxv2","4","C"
"98-332","ESSFxv","4","C"
"98-333","MSxv","7","D"
"98-334","MSxv","7","C"
"98-335","MSxv","4","C"
"98-336","MSxv","4","C"
"98-337","IDFdk2","4","C"
"98-338","ESSFdv1","6","D"
"98-339","ESSFdv1","3","C"
"98-350","ESSFdv2","4","B"
"98-351","ESSFdv2","4","C"
"98-352","ESSFdv2","5","B"
"98-353","ESSFdv2","6","B"
"98-354","ESSFdv2","6","B"
"98-355","ESSFdv2","3","A"
"98-356","ESSFdv2","3","B"
"98-357","ESSFdv2","5","B"
"98-358","ESSFdv1","0+","B"
"98-359","ESSFdv1","1","B"
"98-360","ESSFdv1","3","B"
"98-361","ESSFdv1","4","D"
"98-362","ESSFdv1","4+","D-"
"98-363","ESSFdv1","3","C"
"98-364","ESSFxv2","3","B"
"98-365","ESSFxv2","5","B"
"98-366","ESSFxv","5","C"
"98-367","ESSFxv2","2","B"
"98-368","ESSFxv2","3","B"
"98-369","ESSFxv2","5","B"
"98-721","MSdc","2","C"
"98-722","MSdc","5","C"
"98-723","MSdc","6","C"
"98-724","MSdc","1","C-"
"98-725","MSdc","3","B"
"98-726","MSdc","6","C"
"98-727","MSdc","5","D"
"98-728","MSdc","8",
"98-729","ESSFmw","4+","C"
"98-730","ESSFmw","3","B"
"98-731","ESSFmw","5","D"
"98-732","ESSFmw","2","A"
"98-733","ESSFmw","3-","B"
"98-734","ESSFmw","4-","B"
"98-735","ESSFmw","5+","D"
"98-736","ESSFmw","7","B"
"98-737","CWHms1","4","B"
"98-738","MSmw","3","B"
"98-739","MSmw2","4","B"
"98-740","MSmw2","2","B"
"98-741","MSmw","1","B"
"98-742","MSmw","5","D"
"98-743","ESSFmw","4","B"
"98-744","CWHms1","3","B"
"98-745","ESSFdv","2","B"
"98-746","ESSFdv","3","A"
"98-747","ESSFdv","6","B"
"98-748","ESSFdv","7","A"
"98-749","ESSFdv","3","B"
"98-750","ESSFdv","5","C"
"98-800","ESSFmw","3","B"
"98-801","ESSFmw","6","B"
"98-802","ESSFmw","7","B"
"98-803","ESSFmw","6","C"
"98-804","ESSFmw","4","B"
"98-805","ESSFmw","3","B"
"98-806","ESSFmw","2","B"
"98-807","ESSFmw","3+","B"
"98-808","ESSFmw","4","C"
"98-809","ESSFmw","5","C"
"98-810","ESSFmw","4","C"
"98-811","ESSFmw","5","B"
"98-812","IDFdk2","7","B"
"98-813","IDFdk2","4","A"
"98-814","MSmw","3","B"
"98-815","MSmw","6","C"
"98-816","MSmw","6","A"
"98-817","IDFdk2","7+","B"
"98-818","IDFdk2","3","B"
"98-819","IDFdk2","5+","D"
"98-820","MSmw2","3","B"
"98-821","MSmw","7","D"
"98-822","MSmw","0","A"
"98-823","MSmw2","1","B"
"98-824","MSmw2","3","B"
"98-825","ESSFmw","4","B"
"98-826","MSmw","5","E"
"98-827","MSmw","2","B"
"98-828","MSmw","7","A"
"98-829","MSmw","7","A"
"98-830","MSmw","3","B"
"98-831","IDFdk2","3","B"
"98-832","IDFdk2","0","B"
"98-833","IDFdk2","3","B"
"98-834","IDFdk2","5","B"
"98-835","IDFdk2","1","B"
"98-836","IDFdk2","1","B"
"98-837","IDFdk2","2+","B"
"98-838","IDFdk2","7","D"
"98-839","ESSFdv4","3","A"
"98-840","ESSFdv4","2","B"
"98-841","ESSFdv4","7","A"
"98-842","ESSFdv4","6","B"
"98-843","MSdc","2","B"
"98-844","IDFdk2","2","C"
"98-845","IDFdk2","5","C"
"98-846","IDFdk2","4","C"
"98-847","ESSFdv2","4","B"
"98-848","ESSFdv2","4","B"
"98-849","ESSFdv2","1","B"
"98-850","ESSFdv2","6","D"
"98-851","ESSFdv2","7","D"
"98-852","ESSFdv2","7","D"
"98-853","MSdc","4","B"
"98-854","ESSFxv","2","B"
"98-855","ESSFxv","2+","C"
"98-856","ESSFxvp","2","C"
"98-857","ESSFxv3","2","B"
"98-858","ESSFxv","2","B"
"98-859","ESSFxv","2","C"
"98-860","ESSFxv","4","C"
"98-861","MSxv","5","C"
"98-862","ESSFxv","4","B"
"98-863","ESSFxv","2","B"
"98-864","ESSFxv","3","B"
"98-865","ESSFxv","2","D"
"98-866","ESSFdv3","3","C"
"98-867","ESSFdv3","6","D"
"98-868","ESSFdv3","4+",
"98-869","MSxk","3","B"
"98-870","ESSFdv3","1","B"
"98-871","MSdc","2",
"98-872","ESSFmw","4","B"
"98-873","ESSFmw","2","B"
"98-874","ESSFmw","3","B"
"98-875","CWHms1","3","B"
"98-876","CWHms1","5","B"
"98-877","ESSFmw","4-","C"
"98-878","ESSFmw","3","B"
"98-879","ESSFmw","6","C"
"98-880","ESSFmw","3+","B"
"98-881","ESSFmw","7+","A"
"98-882","ESSFmw","7","B"
"98-883","ESSFmw","7","B"
"98-884","ESSFmw","7","B"
"98-885","ESSFmw","3","B"
"98-886","ESSFmw","3","B"
"98-887","ESSFmw","3","B"
"98-888","MSmw","5","D"
"98-889","MSmw2","3","B"
"98-890","MSmw2","3","B"
"98-891","ESSFdv5","3","C"
"98-892","ESSFdv5","1","C"
"98-893","IDFdk2","2","B"
"98-894","MSdc1","1","B"
"98-895","IDFun","3","B"
"98-896","IDFun","0","B"
"98-900","MSmw","6","C"
"98-901","MSdc","1","A"
"98-902","MSdc","5","D"
"98-903","MSdc","3","B"
"98-904","ESSFdv4","3","B"
"98-905","ESSFdv4","4","A"
"98-906","ESSFdv4","1","A"
"98-907","IDFdk2","6","D"
"98-908","IDFdk2","2","B"
"98-909","IDFdk2","0","A"
"98-910","IDFdk2","3","B"
"98-911","IDFdk2","5","B"
"98-912","IDFdk2","4","A"
"98-913","IDFdk2","0","A"
"98-914","IDFdk2","5","C"
"98-915","IDFdk2","4","B+"
"98-916","IDFdk2","3","B"
"98-917","MSmw2","1","A"
"98-918","MSmw","2","B"
"98-919","MSmw","5","D"
"98-920","MSmw2","2","B"
"98-921","IDFdk2","2","B"
"98-922","IDFdk2","2","B"
"98-923","IDFdk2","5","C"
"98-924","IDFdk2","1","B"
"98-925","IDFdk2","0","B"
"98-926","IDFdk2","2","B"
"98-927","MSdc","4","B"
"98-928","MSdc","3","C"
"98-929","MSdc","3","A"
"98-930","MSdc","1","B"
"98-931","MSdc","1","A"
"98-932","MSdc","5","C"
"98-933","MSdc","3-","C"
"98-934","IDFdk2","5","B"
"98-935","IDFdk2","2","C"
"98-936","IDFdk2","3","B"
"98-937","MSmw","5","C"
"98-938","MSmw","4","B"
"98AV185","ESSFwm",,
"98AV186","ESSFwm",,
"98AV187","ESSFwm",,
"98AV188","ESSFwm",,
"98AV189","ESSFwm",,
"98AV19","ESSFwm","4","C"
"98AV190","ESSFwm",,
"98AV191","ESSFwm",,
"98AV192","ESSFwm",,
"98AV193","ESSFwm",,
"98AV194","ESSFwm",,
"98AV195","ESSFwm",,
"98AV196","ESSFwm",,
"98AV197","ESSFwm",,
"98AV198","ESSFwm",,
"98AV199","ESSFwm",,
"98AV2","ESSFdk","3",
"98AV20","ESSFwm","6","D"
"98AV200","ESSFwm",,
"98AV201","ESSFwm",,
"98AV202","ESSFwm",,
"98AV205","ESSFwm",,
"98AV207","ESSFwm",,
"98AV208","ESSFwm",,
"98AV209","ESSFwm",,
"98AV21","ESSFwm","3","D"
"98AV210","ESSFwm",,
"98AV211","ESSFwm",,
"98AV212","ESSFwm",,
"98AV213","ESSFwm",,
"98AV214","ESSFwm",,
"98AV215","ESSFwm",,
"98-939","MSmw","3-","B"
"98-940","IDFdk2","2","C-"
"98-941","IDFdk2","4","B"
"98-942","ESSFdv3","3","B"
"98-943","ESSFdv3","4","C"
"98-944","ESSFdv3","5","B"
"98-945","ESSFdv3","1","B"
"98-946","ESSFdv3","6","E"
"98-947","ESSFdv3","2","B"
"98-948","ESSFdv2","4","B"
"98-949","ESSFdv2","6","C"
"98-950","ESSFdv2","3","B"
"98-951","ESSFdv2","4","B"
"98-952","MSdc","2","B"
"98-953","ESSFxv","3","C+"
"98-954","ESSFxv","3","B"
"98-955","ESSFdv3","1","C"
"98-956","ESSFxv","4","B"
"98-957","ESSFxv","3+","C"
"98-958","ESSFxv","6","C"
"98-959","ESSFxv","4","C"
"98-960","ESSFxv","3","B"
"98-961","ESSFxv","3","C"
"98-962","ESSFxv","1","B"
"98-963","ESSFxv","7","B"
"98-964","ESSFdv3","3","B"
"98-965","ESSFdv3","3","B"
"98-966","ESSFdv3","3",
"98-967","MSxk","5","C"
"98-968","ESSFdv3","3","C"
"98-969","ESSFdv3","4","C"
"98-970","ESSFmw","3","A"
"98-971","ESSFmw","4","B"
"98-972","MSmw","5","C"
"98-973","ESSFmw","4","B"
"98-974","ESSFmw","6","A"
"98-975","ESSFmw","6","A"
"98-976","ESSFmw","0","A"
"98-977","ESSFmw","1","A"
"98-978","ESSFmw","1","B"
"98-979","ESSFmw","6","A"
"98-980","ESSFmw","4","A"
"98-981","ESSFmw","5","B"
"98-982","ESSFmw","3","B"
"98-983","ESSFmw","3","B"
"98-984","ESSFdv4","3","B"
"98-985","IDFdk2","4","B"
"98-986","IDFdk2","2","B"
"98-987","MSdc","5","B"
"98-988","MSdc","4","B"
"98-989","MSdc","3","B"
"98-990","ESSFdv5","3","A"
"98-991","IDFdk2","3","B"
"98-992","IDFdk2","2","B"
"98-993","IDFdk2","3","A"
"98-994","IDFdk2","2","B"
"98-995","IDFdk2","2","B"
"98AV1","ESSFdk",,
"98AV10","ESSFwm","3","C"
"98AV100","ESSFwm","4","C"
"98AV101","ESSFwm","4","B"
"98AV102","ESSFwm","4","C"
"98AV103","ESSFwm","4","C"
"98AV104","ESSFwm","4",
"98AV105","ESSFwm","4","C"
"98AV106","ESSFwm","4",
"98AV107","ESSFwm","4","C"
"98AV108","ESSFwm","4","C"
"98AV109","ESSFwm","4","C"
"98AV11","ESSFwm","3","C"
"98AV110","ESSFwm","4","C"
"98AV111","ESSFwm","4","C"
"98AV112","ESSFwm","5","C"
"98AV114","ESSFwm","1","C"
"98AV115","ESSFwm","2","B"
"98AV116","ESSFwm","2","C"
"98AV117","ESSFwm","4","C"
"98AV118","ESSFdkp","1","B"
"98AV119","ESSFdkp","4","B"
"98AV12","ESSFwm","3","C"
"98AV120","ESSFdkp","3",
"98AV121","ESSFdkp","4","B"
"98AV122","ESSFdk2","4","C"
"98AV123","ESSFwm","4","D"
"98AV125","ESSFwm","3","C"
"98AV126","ESSFwm",,"D"
"98AV127","ESSFdkp","2","D"
"98AV128","ESSFdkp","3","D"
"98AV129","ESSFdkp","3","D"
"98AV13","ESSFwm","3","D"
"98AV130","IMAmm","2","D"
"98AV132","ESSFwm","2","D"
"98AV133","ESSFwm","4","D"
"98AV134","IMAmm","3","D"
"98AV135","ESSFmmp","3","D"
"98AV136","ESSFdkp","2","C"
"98AV137","ESSFmmp","2","C"
"98AV138","ESSFwm","3","C"
"98AV139","ESSFwm","4","C"
"98AV14","ESSFwm","4","C"
"98AV140","ESSFwm","4","B"
"98AV141","ESSFwm","2","C"
"98AV142","ESSFwm","2","C"
"98AV143","ESSFwm","1","C"
"98AV145","ESSFwm",,
"98AV146","ESSFwm",,
"98AV147","ESSFwm",,
"98AV148","ESSFwm",,
"98AV149","ESSFwm",,
"98AV15","ESSFwm","4","C"
"98AV150","ESSFwm",,
"98AV151","ESSFwm",,
"98AV152","ESSFwm",,
"98AV153","ESSFwm",,
"98AV154","ESSFwm",,
"98AV155","ESSFwm",,
"98AV156","ESSFwm",,
"98AV157","ESSFdk2",,
"98AV158","ESSFdk2",,
"98AV159","ESSFdk2",,
"98AV16","ESSFwm","4","C"
"98AV160","ESSFdk2",,
"98AV161","ESSFdk2",,
"98AV162","ESSFdk",,
"98AV163","ESSFdk",,
"98AV164","ESSFdk",,
"98AV165","ESSFdk",,
"98AV166","ESSFdk2",,
"98AV167","ESSFwm",,
"98AV168","ESSFwm",,
"98AV169","ESSFwm",,
"98AV17","ESSFwm","4","C"
"98AV171","ESSFwm",,
"98AV172","ESSFwm",,
"98AV173","ESSFwm",,
"98AV174","ESSFwm",,
"98AV175","ESSFwm",,
"98AV176","ESSFwm",,
"98AV177","ESSFwm",,
"98AV178","ESSFwm",,
"98AV179","ESSFwm",,
"98AV18","ESSFmmp","3","C"
"98AV180","ESSFwm",,
"98AV181","ESSFdk2",,
"98AV182","ESSFwm",,
"98AV183","ESSFwm",,
"98AV184","ESSFwm",,
"98AV216","ESSFdk",,
"98AV217","ESSFdk",,
"98AV218","ESSFdk",,
"98AV219","ESSFdk",,
"98AV22","ESSFwm","4","C"
"98AV220","ESSFdk",,
"98AV221","ESSFdk",,
"98AV222","ESSFdk2",,
"98AV23","ESSFmmp","3","B"
"98AV24","ESSFdkp","3","B"
"98AV25","ESSFwm","4","C"
"98AV26","ESSFwm","4","C"
"98AV27","ESSFwm","4","C"
"98AV28","ESSFwm","6","D"
"98AV29","ESSFwm","4","C"
"98AV3","ESSFdk","2","B"
"98AV30","ESSFwm","4","C"
"98AV31","ESSFwm","4","D"
"98AV32","ESSFwm","3",
"98AV33","ESSFwm","2","B"
"98AV34","ESSFmmp","2","B"
"98AV35","ESSFdkp","7","C"
"98AV36","ESSFdkp","4","C"
"98AV37","ESSFwm","4",
"98AV38","ESSFwm","3","C"
"98AV39","ESSFwm","3","C"
"98AV4","ESSFdk","2","B"
"98AV40","ESSFwm","3",
"98AV41","ESSFwm","3","C"
"98AV42","ESSFwm","3","C"
"98AV43","ESSFwm","3","C"
"98AV44","ESSFwm","3","C"
"98AV45","ESSFwm","4","C"
"98AV46","ESSFwm","3",
"98AV47","ESSFwm","3",
"98AV48","ESSFwm","4",
"98AV49","ESSFwm","2","C"
"98AV5","ESSFdk2","4",
"98AV50","ESSFwm","2","C"
"98AV51","ESSFwm","4","C"
"98AV52","ESSFwm","5","C"
"98AV53","ESSFwm","4","C"
